,Name,Institution,session,participation,updated_at
360,44658b7228726d53b6e31534a9e0b344a816574cba99e06a2811e183925e5640dd940b504deb5ec1e9da8ba28ddd359ad86953911d3cb25d1333cd9103fe40d8,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-2,Join,2019-05-07 09:24:58
361,66690d769138ef4c854d373d1d95cb2c5222073b31a9fb631f51d9b3ee501eaa1dfcf19d57ea6c15fbaf15edc3b2b46a15c65dd44957e55aa22b06e3883fb687,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-2,Join,2019-05-07 09:27:51
362,95609a9c90f8218c35254c406e9f6e3faf988d35920a212136b46cb64951e795480cb96cbda3f78ca2f421423310fd17f2a41ab0ad33f9b5107dcca885495b5f,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,ST-2,Join,2019-05-07 09:30:55
363,95609a9c90f8218c35254c406e9f6e3faf988d35920a212136b46cb64951e795480cb96cbda3f78ca2f421423310fd17f2a41ab0ad33f9b5107dcca885495b5f,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,ST-2,Question,2019-05-07 09:31:01
364,a2c1804297796078187d150aa6d8d83db5c912a899c9ada90f47ab729d1be17ba761cdf3aea516da2e64cb81a0cf26175861072486e4461a2303cdede182fd1a,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-2,Join,2019-05-07 09:33:04
365,e38379573a21d632871151c12b5c563c7e965e536007f59d87d057faf6954eca1d3885b24fee39a5883544280cfeb31cd34a3cf6b31c68a4bc26dc8498a8f778,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-3,Join,2019-05-07 09:39:40
366,5313bc16edcaa6ae341f6c959057a02e588e85ef0817d3feadb412671e30fa9f00d7d82d84c29b6798e61f3600cb33f05796105cbc9411fe58b42e84c1e15bdd,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,ST-3,Join,2019-05-07 09:39:43
367,d50597f3dad0cc786cd5610c55213c360ad6af1ac49c4e1cb4df08650cdc25a4503dba47120095dfefceb32146ea021694cf2e00d63415905e62a26ecd66a1fb,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-3,Join,2019-05-07 09:39:47
368,359657bc74ab8bc2bab429f0f9d2da8f5817aefeebcd11885d025712b5610c6d87fd8473ec1fb0a3bb6357710c98e6a979fa86812b3768a8203b54cf0a7075a2,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-3,Join,2019-05-07 09:39:51
369,d0cf4b42c869b769c75e8eb55227fdf1e6413562358c9cb3ef5a1dc8fa9b223c920a22c5060001d6cd7bdeee8c55f5f1f01a5ece5a9fc721c7cedf38ccc3e281,05ec9aaa4e155f955ef8ddedd17000da079f6fe80dc23ac7a78d8061214606c830ec08b36e87d3fb7053f0627a88cea63b1e52dfc55ae4737aff5fddbddb43aa,ST-2,Join,2019-05-07 09:39:56
370,b6340f47253edc1dd1b1ad45147ec52e7c5d0b202b05d0f17170f0506270ea66b71de600105df49ee8c20bd3c367926d07743ff2a166c152ac5cb0c1a673f3d7,256991ac5234e5ccda6bd37a99713e27d2cfc193b32394d1560cc462499d570e5b90876ab7767cb3e2a1dea75acff9ca1f8daeb1e210cb65031ba3902f79f545,ST-3,Join,2019-05-07 09:41:15
371,44658b7228726d53b6e31534a9e0b344a816574cba99e06a2811e183925e5640dd940b504deb5ec1e9da8ba28ddd359ad86953911d3cb25d1333cd9103fe40d8,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-2,Question,2019-05-07 09:45:52
372,19f86550136e37a7bd81321bfc68d109946713aabcc2e95ed67df7c55b8835584d7c69e108cfa89b3e23665ed7b3996e0103859cc4295ac88e0c0cd9b7ff027e,8588180e9719922e9a8c826771e68a47161c7c0fb959d8aba4e7916370950f5327102489b5b63c21d012c47187500ec97ddd2b762f8cb90590a6513b62b28461,ST-2,Question,2019-05-07 09:45:57
373,60bc9d15f2b2aab610088302276378c6bffd44783e9f710ffa1e8ce005bae7843f0778c0aa6e9223a2f1cfaad47609745e17b6216a04c769545baa7bd95c5783,8aaab4a111d82fd5f747299e22ea29f4a009de811d3f6838917d401d495a201eba055d55e4e39ef807bdad061096ec0055577f1a254d4b9e76394257912cb269,ST-3,Join,2019-05-07 09:47:11
374,014015777f8931cbdf33528f5a6cbaf82d49f575fb956228be4ac03ce0fbd71f40a6fdf0cb5b2a9e22680ade946247d62d20b55f8ce0ea7a4f9a1f9df3ae5d34,65f1ef86025200bd3abbdff929752718af9e6858265c064dc4d79bf91b7ca0c373996ca09ab5f75ec7fa93f1528d97c3224697df3d687c268757390e36fff29d,ST-3,Join,2019-05-07 09:47:39
375,8e8c1558951b9b72916aa0cad46eebb379e00aa81533a2c18a6b156c8777502685249ad66908690515cd40d311a4cbf6d376a8268880a71a579d563f266bd0ac,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,ST-3,Join,2019-05-07 09:51:22
376,8e8c1558951b9b72916aa0cad46eebb379e00aa81533a2c18a6b156c8777502685249ad66908690515cd40d311a4cbf6d376a8268880a71a579d563f266bd0ac,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,ST-3,Question,2019-05-07 09:51:42
377,177de68db55f03b84553bba326d96195860dc8d848a92b4857e6022f66d188e07a7333e0654d2ee509165a7dec207703629167058cffb0251d336dd893c4641d,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-1,Join,2019-05-07 09:51:57
378,21e111a68baf2dcac0d74ac6dc88fb4d7b77d23c572b82a256c5f9d5998915d21a2b8bad5f3f4dc8bb2379172f722e63a06125a3db98fc527dc6f08a08b5b280,27cb3214c7c22281284887980498187fb067de018c27086c67852ca6540a6d862aa0107ce92f9fda46ae028ae386f57655378403cce12f99dc0e300043f30876,ST-1,Join,2019-05-07 09:52:06
379,66690d769138ef4c854d373d1d95cb2c5222073b31a9fb631f51d9b3ee501eaa1dfcf19d57ea6c15fbaf15edc3b2b46a15c65dd44957e55aa22b06e3883fb687,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-1,Join,2019-05-07 09:52:14
380,662c9bc9259f64de2cf1908a0975962f620a29019f55907886162f365e15338016c3335488cb8af4d13a934860fc8ead6ced4f269e3deb7ee960b21618b987fa,27cb3214c7c22281284887980498187fb067de018c27086c67852ca6540a6d862aa0107ce92f9fda46ae028ae386f57655378403cce12f99dc0e300043f30876,ST-1,Join,2019-05-07 09:52:18
381,151dd3a2d946f7b47dce3769b0578e69eae8e533f3c5cea634949465f52d94d821b2925c38cd198b3b442298a7f9ee4efdfa3b92b44a1c5723b41f982022c894,5a49af56c4d8f555b3769d952f343119e9d5aa27c27e18a5c7025980f23dd5f46f7cc1bbed1730b34252bf4c7718a82030b0cf7aa11e3ce8e79cdcb0b735b7c0,ST-4,Join,2019-05-07 10:22:01
382,1a9048d98c90fefa08fffabb3a9238b474f054ba99e4832eaa8829eda8597a78359904d76c366f27632326c17211413b5c2ee1ad1ead81ee510cec17175b7099,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-4,Join,2019-05-07 10:22:06
383,8bf0ac5967327a999743041d5b2ca41dea0182eff728bea255bc701814ec01cfe1e44dac43f9c4b243be231e01f5a8efd5e517d4d96827ace025eab59d6545f7,e3d10ab065f1f3a185fc3a464a1df69f3fced2ac7d83f0d77a59c2610b9fe0dced4071b199db77ed3b2ea35d7771253826aaa3a1c69849d76e941a579bfabf9f,ST-4,Join,2019-05-07 10:22:12
384,81628f4248b2ab4be47344329a37b806344e37a79b4345daa5f7fb371c69fd012c5fb98a7b322348d18ff1c32151aea7e7b63aff9fa76340ccf8399a4e184249,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-4,Join,2019-05-07 10:27:07
385,d53838faabc54a8cbc7b446a1be84b3773c4f2217be983e45a91e2b2c4ad40128aaef88ea241763183e75b529fb1919acb204f31f4ddd80b8489c5ec0fd74d1f,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-4,Join,2019-05-07 10:27:13
386,8e341cf728f2aa016b3c886d9084c9a8890198424ca61959861a3cb5bc63a07fbc89fa7c5b68f68cde1717e7a3a427870ad8f6b2cd4ae9365ac5dc1749153df5,28ae2d4f4d374bdaa2a2b6efc7959748db02e4d0d6d019105f6f7f528115e3e9d16d9a6b5f3459654a8d6395e0b6c1a0797be096d2b79e0d357dfbae3d0947e0,ST-4,Join,2019-05-07 10:27:20
387,b70a932774ba2b8892a1266c4d7ef3a5cc796fdd8da612d873f30a94b2c15a798de0d53eb1a75a273e639eea544ba5c494eea546babf9dd6ea4b0e9114f07ff6,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-5,Join,2019-05-07 10:27:35
388,a5c660d99a565cc1871f74ca470e67c60a6971e2059d0a271695b9d2b52825df694ed49d4b991fdd1d41fae722858a9ab5d5d48e0265c6fe4b295106f588615b,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-5,Join,2019-05-07 10:27:44
389,de63bd0a2abc9fb38fe0f9949116eeffe50c8e9654315d9f94905e08c86f20ff93eef85e04f2fba09b584bbc6537082ff4b81169b846964727b782f131cc2684,27cb3214c7c22281284887980498187fb067de018c27086c67852ca6540a6d862aa0107ce92f9fda46ae028ae386f57655378403cce12f99dc0e300043f30876,ST-5,Join,2019-05-07 10:27:47
390,137118abee8d32a5718c3d0e3dcc2d57b48319e8f9637cb0c7e54ad655dfe32b8757ed9a3ac1a88cf9154060b2557efe17264533e376dc1f069bd92618902dc0,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:27:52
391,0094c555e3f8faedf43ae9ef9c5918161254489f68a015155644910d3ff5b184fdbdf6fe0cd327782f6362f727b1ddfb8c856e090815cfc431c50c57daca8672,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,ST-5,Join,2019-05-07 10:27:59
392,d258a96d6361467894b0be085fd71df78694149f4ca1acd74d9498cf6526a6c88fc004446cfa42b63fc114af382ea8a6d7cd9c4498ad3a200ccb4a5284e7caa4,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:28:04
393,ead5771217581677bf1a2de24c1bf2eaeffbcfe6866ae91cce8bd6c64fd0d63a685b6412edc1f91c42e9ec754901219aa1dc75d10928855bdf236ac02ea9a17b,a6b56ee1d584a200574216c95fe352ba386232702e30939258364cf27292a9c8d0d50428aa797400fb5cc69c43f73e4e37e7b50ba44fafac9bbdcc865024a413,ST-5,Join,2019-05-07 10:28:07
394,7464884a7c9779209f88f57dc90d8ccb40801182e6c909b4417f2824feef003c9583c9fd183539d0f4ab25f110879cb8b9865a1f5d5e9544bc19dbc3556a79f3,3a3f134a1278c33d5bfb483e2ab75c367875785452bf98c5ffc325280f1cb7f3151424f94a3e7552cec1f3d308ac5ad1b016e5568d26b9c53563a488b1c12523,ST-5,Join,2019-05-07 10:28:21
395,d864ec8cb9be637d54fd79b0a15f671b7d4c77b77ff43eff529d1b128c79d5afa2bbf6e0a582bf5f3560b241bd87fd8a732070f7c64da20ec74f2fef354a4b38,7eab6a821dffecfe24201f6d2f4c90011c2a8611b8cf6399a8b5dbbf5ac3f78ace8bd02933d9c13919bcf028ba22105316dd08548b43e6bf9f0dd2bfd4189dff,ST-5,Join,2019-05-07 10:28:32
396,95609a9c90f8218c35254c406e9f6e3faf988d35920a212136b46cb64951e795480cb96cbda3f78ca2f421423310fd17f2a41ab0ad33f9b5107dcca885495b5f,040c50c711b208988a36f7781b2b532b31c908ab03c8799ac07e18b21e9af038521f8495ffc5a17387a0cc6d8ac47991338123bc43cb4204b9ecbd599d9572c3,ST-4,Join,2019-05-07 10:28:35
397,b99d492cfeeaed9a5ef08997fe70a972a113efbd9e95f2001948d2e5d0c00bdabd80df62defb1a56403fd6d65e52778ce7666cf8220930542e1788b6242109db,f1e24190db5362c2d3ffc39e7214e9be3fa592807f59a59250e8147d423ac7dd34376d60acf48d94478260fb9af2426fa515c1dd43308a2476175bb5b5685e7e,ST-4,Join,2019-05-07 10:28:39
398,33c3c9f68567818cda2df5af35be16743a3c998037f139b0d6130b3d76db5cf3bbaac8317b0ff88c4fe586697c2640f4a403ef42506339679cf53facc86e05fd,7eab6a821dffecfe24201f6d2f4c90011c2a8611b8cf6399a8b5dbbf5ac3f78ace8bd02933d9c13919bcf028ba22105316dd08548b43e6bf9f0dd2bfd4189dff,ST-5,Join,2019-05-07 10:29:57
399,5c10a51aacfce62e3ae8a0f5607701abc4be6696547bc13c173e51151b667e165b57212e67e970dd35f98ca5b7382e33ee93136be673c4ead197f7fa3c02f90e,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:30:46
400,19f86550136e37a7bd81321bfc68d109946713aabcc2e95ed67df7c55b8835584d7c69e108cfa89b3e23665ed7b3996e0103859cc4295ac88e0c0cd9b7ff027e,8588180e9719922e9a8c826771e68a47161c7c0fb959d8aba4e7916370950f5327102489b5b63c21d012c47187500ec97ddd2b762f8cb90590a6513b62b28461,ST-5,Join,2019-05-07 10:30:53
401,44658b7228726d53b6e31534a9e0b344a816574cba99e06a2811e183925e5640dd940b504deb5ec1e9da8ba28ddd359ad86953911d3cb25d1333cd9103fe40d8,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:30:57
402,95426af0aa221c3b7d9d6d69bd7d4d660c0dc65291e2ce0e8cb26c35147297676c73785b3ba24c5c475d6ceac018c884fb078a5b841287d1f529d32099b6e507,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-5,Join,2019-05-07 10:31:06
403,a2c1804297796078187d150aa6d8d83db5c912a899c9ada90f47ab729d1be17ba761cdf3aea516da2e64cb81a0cf26175861072486e4461a2303cdede182fd1a,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-5,Join,2019-05-07 10:31:10
404,2ee65d497e9bea179fdbeff4e256685848580f60ab14e058a856faaf0ceea8f37a06b8bf02e57e48710b35caa494b15c7f3e8e79f340c5f9f16d7b30d78b4386,27cb3214c7c22281284887980498187fb067de018c27086c67852ca6540a6d862aa0107ce92f9fda46ae028ae386f57655378403cce12f99dc0e300043f30876,ST-5,Join,2019-05-07 10:31:12
405,e38379573a21d632871151c12b5c563c7e965e536007f59d87d057faf6954eca1d3885b24fee39a5883544280cfeb31cd34a3cf6b31c68a4bc26dc8498a8f778,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:31:43
406,66fff9d54ec76d5be7892730f8378fb306bc7d329c85f677f0e86aa6cc682bb5bbee33287444528ec5a8f2f0bf5a455c24023e4c5270ba4eae935e0fe68dcd7c,b58962cf83fc00569750717a90448fbd37a4357dcd76a320d5de68b655475fe2e1d9909e9d8215ad0d3ffa7d49db5336470bb939dbfa9f3e3de58761e31fbc01,ST-4,Join,2019-05-07 10:32:03
407,9eefa6e647c4df860994631853c7afc84156f00e15251aaee6e37daf465c97713f790ff9223ff3379fcf32bada4556138fcaed6ef1cd37d03cc3cd5ec3a07e30,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:32:22
408,8ea4fa55bda28d9a46cc578e114e7124b198d7a9d67f9b1bb131f348ca5fd7f4cc61b7b7cd46cee5e52836ab28fd34bf44a1f1611e73a98749f3407a94be2c46,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:32:24
409,662c9bc9259f64de2cf1908a0975962f620a29019f55907886162f365e15338016c3335488cb8af4d13a934860fc8ead6ced4f269e3deb7ee960b21618b987fa,27cb3214c7c22281284887980498187fb067de018c27086c67852ca6540a6d862aa0107ce92f9fda46ae028ae386f57655378403cce12f99dc0e300043f30876,ST-5,Join,2019-05-07 10:32:35
410,66690d769138ef4c854d373d1d95cb2c5222073b31a9fb631f51d9b3ee501eaa1dfcf19d57ea6c15fbaf15edc3b2b46a15c65dd44957e55aa22b06e3883fb687,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:32:38
411,4c6f6bd65b172e409ec14aebd730c2f13c477e0a5824c5a04dcebac8d0263c343074d45e5dd4b16f476c43c7a55bfd323b126e021b10463d4d15f2855553d88b,e179949a187ffe1b582460cde99324664f8f8f215def18e272f43850361dc7975d8eecbf1fc48f9ea848022fab764130dbad21eeeb49f0649882d571d3517ab1,ST-6,Join,2019-05-07 10:32:42
412,47852da3615f676fcdee1ca1e38e1455fa898613bc45b29a62df7fd5ca55f9e3636a47a6c62138db8bcf1b1d743028a06c5f3469301118fb5529f84a8734bc2b,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:32:44
413,d53838faabc54a8cbc7b446a1be84b3773c4f2217be983e45a91e2b2c4ad40128aaef88ea241763183e75b529fb1919acb204f31f4ddd80b8489c5ec0fd74d1f,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:32:48
414,02bce121ba3fea87b1db71e6526e8857c98422aa220bc7ef75a319c4f42f1816f99c13c7c2b644210750cb6c1b04466c59eeb1aeab73429b6b0ec1af9206956a,3270aa4ab44582dadfd6a57dce28d06c0d6d7e927c4a84961b3f6f84f26f09b7032b997ec2e6b0ff76837a6a47952911f9464e0647fdd8630a86d0706f339c4e,ST-4,Join,2019-05-07 10:33:06
415,47dc0a3ed3af8083efcd7f5dc52cdc275d4c8c34127ca19fe0edb42dbf43053b6b7679a696f3f7df1d7ea0a49c920130597a3c1a0535583581a4ff3002921365,3270aa4ab44582dadfd6a57dce28d06c0d6d7e927c4a84961b3f6f84f26f09b7032b997ec2e6b0ff76837a6a47952911f9464e0647fdd8630a86d0706f339c4e,ST-4,Join,2019-05-07 10:33:09
416,a52664d9042eaa640df3a92f07af299db74159576c31f994047eb815d14d161a1859af16e2038760987697e786f3b2e64beadd7f2acb4aa7bf3e582dc8be5cd3,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:33:31
417,ea9b37a297dda1486d87efd8ca4a78732b048a75014f7191e8b216fbea9335a1e15a6169e3546ba18d808831900cfe693de85035bd256e0a8e5518bc9f5b9108,868350e0a211396980fb3f86396df3326eb25e16f38b94c139eae54001510df72a2604375b89277cd74cfe03a258a888bca42a0745922141a9d599b4e09c9df5,ST-5,Join,2019-05-07 10:33:35
418,e713f8a5c9bd219d53fe56d2181c7ebaea55bb592a0046b9fc5e19d677d103b9006fd1a38a830fd9e2e20a4388cf1a818b56a1055a417dd21ed3b848adbb94a7,a39ac2f25e0e2b97756a67558adf2ecf4c5916627dcceddaa0821cfcec43f3af4344a0d2344ec36c86ce02dc657c5be636966863ea177d76619d2645d926acf3,ST-5,Join,2019-05-07 10:33:39
419,ecae1f4228f70a888c303a96417d8faa8317f212e722c6d8397180086297e0391c638f17e4eb58b6fd8ab9ded99b5cc6975282cea8ad9dae65f6b673bdc30636,1e186b5cc1a44f844c2e16b4ecfcab27ce7787d8f7329565604120a7b02a66a62e6264d7006e93960367b230eeb06e17e75f98d5392d3996e2cbbdfd15c8ef5c,ST-4,Join,2019-05-07 10:33:41
420,c990d744673cebdd1eeeb0305240d9848dc5016cdc9d2bee535cb683be793a49badf97d9e567e5e51020226717378bb86529965c7de1f11687ee736d689461e5,1e186b5cc1a44f844c2e16b4ecfcab27ce7787d8f7329565604120a7b02a66a62e6264d7006e93960367b230eeb06e17e75f98d5392d3996e2cbbdfd15c8ef5c,ST-5,Join,2019-05-07 10:33:44
421,f0228bbc7c3d14cdba5a43ae00b2963c2360c7c4831da335ad76cdece22923213c34f71e33ce572dac9d515d5ae10a8902e44a81b8d490ff739543babae98ef9,df0c6da82cab0e8f8910bd22a4ca5bb24d651f0e94b703eb15baf442faff6472e856d0f438567bd9f8c3cba60e7b12e26c4323ecb16d148a42c6dccf2e5e980c,ST-5,Join,2019-05-07 10:34:08
422,a4044eb1e9b64a0519ee2f80e1ffc8b2e21c34308b133c0a2483f08b970a9c7aae443e966c481e8c0f114f21ae43f1700b07b2ccb7d6a989a0d29fdba4a52807,b1b8b02e1aec1540fbce4a7263302af46cfb3559bba72fe856ebe35bea2ef061d120ebc2a8027f03a3346d2e19faec5f788036c7dbab04525bb5073cf8999759,ST-5,Join,2019-05-07 10:34:13
423,18863780a2af98ee5abf690ed3fbaf92b77b7022b450aa14bdc0683f7842bf619e56105977a52911c942b7e6d3cba44054c6fb20cb065a71397d1f56d3477dd8,09caf0f7cf77b38f59ed4f060a5d3d0b00017fd7b30f209b966a116c4101c7ee22408b11803e6b24a89c8aaae4ff00c10c5181c7accc5b40390bdc525d4a0599,ST-6,Join,2019-05-07 10:34:15
424,0c4f5a141a2fcfbe2f1ee63e6477b11fb74d1229b1cca83b0767c397c742950d2a0a944aa8d1d871c7d7e9d401234f9aed62981d0ad146efff52ae2fa140ede0,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,ST-5,Join,2019-05-07 10:34:16
425,d0cf4b42c869b769c75e8eb55227fdf1e6413562358c9cb3ef5a1dc8fa9b223c920a22c5060001d6cd7bdeee8c55f5f1f01a5ece5a9fc721c7cedf38ccc3e281,05ec9aaa4e155f955ef8ddedd17000da079f6fe80dc23ac7a78d8061214606c830ec08b36e87d3fb7053f0627a88cea63b1e52dfc55ae4737aff5fddbddb43aa,ST-5,Join,2019-05-07 10:34:25
426,a941c498e5f7e26c0a62adcfbd09b7c32591cc36429c659c76453dadb2f0c7de822467b996b516324d93b7e066714ef33f576c5f26d4d51a32e89e2546ffb2ee,a89c49ee9d7728c1c7bce82cca5c754721ec1224b8d1b21a3a9ecddc3082a613ff734b915deb1ed5469f3246bd50fe65331c180ffc97e05e16b6c7ab20741737,ST-4,Join,2019-05-07 10:35:23
427,c806288a0405623afc823e3e8417cc9d16384697f82fbc3a57f9b6056e7eb0eb51292c369cc817d5477784ed1737a1f3e6d6dcf388e4d0a9a5dce260dccfc28d,915630fa82d18122bd0f73866d23dfd021de3106f51ce2ccbbca21b23bc8fbd43c719563741cbb5361ae09ca2ead7d1dc13e5cf2f50caad2d373974c532da1a5,ST-5,Join,2019-05-07 10:36:43
428,e513c5c356e5a62b9728aeb7b7516dbb8d9e17c960efb2cf05c759220860cfa1d8b543314fd62ed5acbcc4da62ec83d621687a6a14e0e02995f8a49a325b9507,d810284b5ac817f67cfe67824ede4ddc805e51a60738c7006f195c7b2b8a85220226d7f2d6cac255004c36bf1ec28bbaddb33dfc8d7a61d9a3444728ba79df10,ST-6,Join,2019-05-07 10:37:13
429,1773e7e9f1a58b415578dafe8a1b76533a8a063a992ae254f14fd357802f505193776917ac0420b8fa9254dbad9cd4204ae444065ba01c1a5d7d01ba5f6eb973,87af3955525eba20f12c873350416c5cce2267d699ce3884e380077189a6b2729addd901427a658ba95b7067ded3805a7065a527b34415fe5cbbcc6b6add5acb,ST-6,Join,2019-05-07 10:37:17
430,a55906056d4c4e4c6d14e27bae1847f4bbe72c8a3d92faed2abdfdad04cfd06c90ed8a2c9fa4d54290de339d26a9a0b200babfca09531bf2ef365dce8b7d3961,0c6a3041c6bb1c0f162216dcf5ab2d33726d6a4436ac92669796ef305c795f319a3e85c4dfdfe314e380057cc0071d3c8e84f9934757aeabbcb82375e8b88879,ST-4,Join,2019-05-07 10:37:55
431,fe890ce65d516288658b76c3327d429efe5c3542bb12d5a9545f0de66a4656a6fbc09c3354bf2c886ab22d79f9dd504ae508be36d1f0d7d24047794c6932e12d,15f265e243ef5c1279ea56160c984d6a2c86f7b095557455da3aa9a9c0455a52d8b5b133ac65afac5da3421c6a185d7f346ad44a5957c9680ec42fa69eec392a,ST-4,Join,2019-05-07 10:38:04
432,0450194e9c5d88dcc3fa8045d4070e3f54ff404d9627d2a0c9b9c9019d1eaa3cd7b709a5f8c550cbc46c2fba227ec16bf3b9c95d2a2fed02885ea9477773d150,0c6a3041c6bb1c0f162216dcf5ab2d33726d6a4436ac92669796ef305c795f319a3e85c4dfdfe314e380057cc0071d3c8e84f9934757aeabbcb82375e8b88879,ST-4,Join,2019-05-07 10:38:18
